nbOfMonth,finalBalanceMoyenne,finalBalanceMediane,pireFinalBalance,bestFinalBalance,finalBalanceList,bestTradeMoyen,worstTradeMoyen,drawDownMoyen,taxesMoyenne,totalTradesMoyen,totalGoodTradesMoyen,totalBadTradesMoyen,winRateRatioMoyen,tradesPerformanceMoyen,parametres
8,899.6112500000002,857.67,460.09,1421.63,"[460.09, 514.57, 635.26, 652.48, 1062.86, 1104.37, 1345.63, 1421.63]",18.048750000000002,-5.046250000000001,38.474999999999994,129.49125,207.75,66.25,141.5,31.905,-0.032500000000000015,2 -5 0 -10.0 10 2.0 30 20 312 216 10 50 45
8,774.8625,740.335,458.96,1232.36,"[458.96, 498.9, 679.32, 683.47, 797.2, 904.8, 943.89, 1232.36]",13.251249999999999,-3.2712499999999998,42.754999999999995,297.09625,500.625,150.125,350.5,29.9925,-0.0175,2 -5 0 -10.0 5 1.2 20 20 312 216 10 50 45
8,974.73375,840.19,440.05,1714.31,"[440.05, 512.63, 605.34, 692.16, 988.22, 1386.21, 1458.95, 1714.31]",24.035000000000004,-8.81625,38.143750000000004,51.99250000000001,75.875,26.5,49.375,34.949999999999996,-0.028749999999999984,2 -5 0 -10.0 10 2.8 20 20 312 216 10 50 45
8,996.8425,852.6600000000001,438.35,1948.03,"[438.35, 483.36, 663.5, 770.57, 934.75, 1344.55, 1391.63, 1948.03]",15.042499999999999,-5.112499999999999,37.231249999999996,122.64250000000001,171.0,57.375,113.625,33.41,-0.0125,2 -5 0 -10.0 10 2.0 40 20 312 216 10 50 45
8,1112.22875,751.985,433.06,3624.48,"[433.06, 455.31, 676.53, 704.13, 799.84, 853.47, 1351.01, 3624.48]",18.583750000000002,-5.105,40.665,166.885,266.125,84.625,181.5,31.725,-0.006249999999999998,2 -5 0 -10.0 10 1.6 30 20 312 216 10 50 45
8,957.8962500000001,811.96,430.59,1807.41,"[430.59, 462.52, 521.89, 662.17, 961.75, 1269.41, 1547.43, 1807.41]",20.865000000000002,-5.1225000000000005,40.225,121.63499999999999,188.375,59.75,128.625,31.73375,-0.02249999999999999,2 -5 0 -10.0 0 2.0 40 20 312 216 10 50 45
8,1126.2175,829.14,428.13,3340.77,"[428.13, 435.38, 667.38, 779.11, 879.17, 1134.05, 1345.75, 3340.77]",19.4175,-4.38,40.20375,188.225,288.75,92.25,196.5,31.96125,0.02,2 -5 0 -10.0 5 1.6 30 20 312 216 10 50 45
8,592.6474999999999,535.585,423.56,1016.64,"[423.56, 431.03, 432.4, 439.62, 631.55, 678.58, 687.8, 1016.64]",8.44875,-4.045,48.48,455.1212499999999,845.125,346.625,498.5,41.075,-0.0275,2 -5 0 0.0 0 1.2 30 20 312 216 10 50 45
8,616.6675,578.595,422.26,1084.17,"[422.26, 428.84, 436.58, 544.49, 612.7, 683.45, 720.85, 1084.17]",8.44125,-3.91625,47.67125,470.8375,859.875,350.625,509.25,40.82375,-0.022500000000000006,2 -5 0 0.0 0 1.6 20 20 312 216 10 50 45
8,961.0387499999999,892.435,421.83,1884.89,"[421.83, 439.71, 644.86, 870.48, 914.39, 1019.45, 1492.7, 1884.89]",18.411250000000003,-5.057500000000001,37.88,146.22375,224.125,72.75,151.375,32.55375,-0.005000000000000008,2 -5 0 -10.0 5 2.0 30 20 312 216 10 50 45
8,818.7137499999999,907.2,421.19,1226.46,"[421.19, 428.47, 560.49, 897.0, 917.4, 994.67, 1104.03, 1226.46]",16.65625,-4.22,43.02375000000001,233.83875000000003,375.375,110.5,264.875,29.470000000000002,-0.025000000000000005,2 -5 0 -10.0 0 1.2 30 20 312 216 10 50 45
8,934.5137500000001,904.38,419.61,1479.91,"[419.61, 469.85, 689.35, 785.08, 1023.68, 1160.21, 1448.42, 1479.91]",18.758750000000003,-5.321249999999999,40.2,149.67874999999998,231.0,73.125,157.875,31.8425,-0.004999999999999996,2 -5 0 -10.0 0 2.0 30 20 312 216 10 50 45
8,755.5587500000001,582.3050000000001,415.19,1314.15,"[415.19, 461.99, 537.47, 544.63, 619.98, 1068.2, 1082.86, 1314.15]",15.129999999999999,-7.817500000000001,42.97,49.576249999999995,82.375,25.25,57.125,31.021250000000002,-0.35124999999999995,2 -5 0 -10.0 10 2.8 30 20 312 216 10 50 45
8,927.48,890.58,413.74,1412.93,"[413.74, 499.46, 647.33, 879.71, 901.45, 1273.83, 1391.39, 1412.93]",22.15,-4.6225,39.555,139.095,216.0,66.125,149.875,30.57,-0.019999999999999997,2 -5 0 -10.0 10 1.6 40 20 312 216 10 50 45
8,595.3762499999999,574.86,412.27,962.09,"[412.27, 422.68, 424.69, 472.14, 677.58, 678.3, 713.26, 962.09]",8.530000000000001,-3.6287500000000006,47.5725,480.745,888.625,355.5,533.125,40.015,-0.0225,2 -5 0 0.0 0 1.2 20 20 312 216 10 50 45
8,1045.68,844.7650000000001,397.69,2285.87,"[397.69, 602.97, 668.65, 745.19, 944.34, 1165.18, 1555.55, 2285.87]",29.240000000000002,-6.072500000000001,36.645,96.025,141.25,46.125,95.125,32.73375,0.06,2 -5 0 -10.0 10 2.4 30 20 312 216 10 50 45
8,792.06,752.4300000000001,395.15,1216.01,"[395.15, 526.98, 583.03, 750.34, 754.52, 989.33, 1121.12, 1216.01]",13.280000000000001,-3.2387499999999996,43.212500000000006,310.20375,523.5,152.375,371.125,29.061249999999998,-0.013749999999999998,2 -5 0 -10.0 0 1.2 20 20 312 216 10 50 45
8,1147.1262500000003,907.125,393.55,3435.82,"[393.55, 406.1, 528.0, 895.04, 919.21, 1154.76, 1444.53, 3435.82]",35.09,-5.8975,40.74,113.61874999999999,170.625,58.0,112.625,34.051249999999996,0.05875,2 -5 0 -10.0 5 2.4 20 20 312 216 10 50 45
8,618.2825,639.885,390.72,1029.79,"[390.72, 394.37, 420.34, 601.15, 678.62, 702.03, 729.24, 1029.79]",9.39125,-4.29125,48.56625,453.04625,834.5,344.875,489.625,41.33875,-0.0225,2 -5 0 0.0 0 1.2 40 20 312 216 10 50 45
8,909.3399999999999,1021.3050000000001,388.49,1485.04,"[388.49, 495.19, 540.46, 996.11, 1046.5, 1110.12, 1212.81, 1485.04]",19.483749999999997,-4.90875,40.901250000000005,157.96500000000003,238.0,71.625,166.375,30.122499999999995,-0.019999999999999997,2 -5 0 -10.0 5 1.6 40 20 312 216 10 50 45
8,806.4075,816.185,388.11,1508.43,"[388.11, 494.09, 571.49, 753.37, 879.0, 879.26, 977.51, 1508.43]",15.8675,-4.31625,40.151250000000005,221.4175,362.5,107.625,254.875,29.735000000000003,-0.035,2 -5 0 -10.0 5 1.2 30 20 312 216 10 50 45
8,774.9399999999999,823.77,387.59,1123.15,"[387.59, 400.31, 632.46, 779.16, 868.38, 974.25, 1034.22, 1123.15]",14.75125,-4.491249999999999,43.2825,243.385,403.875,121.75,282.125,30.11875,-0.033749999999999995,2 -5 0 -10.0 5 1.6 20 20 312 216 10 50 45
8,1073.5699999999997,1014.915,385.72,2558.22,"[385.72, 445.21, 724.31, 956.28, 1073.55, 1157.37, 1287.9, 2558.22]",20.8525,-4.7225,39.8025,197.58749999999998,299.5,95.125,204.375,31.98125,0.03125,2 -5 0 -10.0 0 1.6 30 20 312 216 10 50 45
8,883.5024999999999,922.435,381.56,1358.7,"[381.56, 547.57, 668.7, 810.34, 1034.53, 1043.96, 1222.66, 1358.7]",18.96875,-5.01,40.39375,158.3475,245.375,74.125,171.25,30.29375,-0.021249999999999998,2 -5 0 -10.0 0 1.6 40 20 312 216 10 50 45
8,1011.7299999999999,936.39,379.95,2261.48,"[379.95, 408.77, 511.78, 874.4, 998.38, 1196.69, 1462.39, 2261.48]",32.96,-5.7575,40.7375,114.17375,175.75,57.875,117.875,32.895,0.022500000000000017,2 -5 0 -10.0 0 2.4 20 20 312 216 10 50 45
8,911.6912500000001,824.14,378.3,1731.12,"[378.3, 630.79, 659.78, 759.68, 888.6, 1006.02, 1239.24, 1731.12]",23.5975,-6.132499999999999,39.512499999999996,87.74875,133.375,41.5,91.875,31.277499999999996,-0.03125,2 -5 0 -10.0 0 2.4 40 20 312 216 10 50 45
8,993.2425,738.085,363.59,1839.75,"[363.59, 635.74, 663.47, 671.29, 804.88, 1362.6, 1604.62, 1839.75]",29.018750000000004,-6.211250000000001,39.0075,84.5375,132.125,41.125,91.0,31.416249999999998,0.014999999999999993,2 -5 0 -10.0 5 2.4 40 20 312 216 10 50 45
8,756.86375,818.31,362.05,1060.61,"[362.05, 383.72, 633.32, 722.74, 913.88, 988.82, 989.77, 1060.61]",15.09,-5.029999999999999,43.74625,248.685,424.5,127.0,297.5,30.015,-0.034999999999999996,2 -5 0 -10.0 0 1.6 20 20 312 216 10 50 45
8,861.4037500000001,864.1700000000001,359.15,1510.44,"[359.15, 516.9, 646.58, 786.7, 941.64, 1051.35, 1078.47, 1510.44]",19.146250000000002,-4.75875,41.761250000000004,181.0775,299.25,90.5,208.75,30.356250000000003,-0.023749999999999993,2 -5 0 -10.0 0 1.2 40 20 312 216 10 50 45
8,887.6125000000001,959.835,340.03,1255.97,"[340.03, 598.79, 618.64, 932.33, 987.34, 1168.68, 1199.12, 1255.97]",24.069999999999997,-4.63625,38.08625000000001,164.69625,265.375,83.75,181.625,31.626249999999995,-0.01625,2 -5 0 -10.0 10 2.0 20 20 312 216 10 50 45
8,870.6575,803.505,331.21,1424.99,"[331.21, 516.99, 565.35, 739.24, 867.77, 1143.17, 1376.54, 1424.99]",19.145,-4.69,42.933749999999996,183.28625,289.5,86.125,203.375,29.74875,-0.03250000000000001,2 -5 0 -10.0 5 1.2 40 20 312 216 10 50 45
8,920.4012499999999,955.645,330.9,1387.23,"[330.9, 433.59, 617.78, 955.26, 956.03, 1331.39, 1351.03, 1387.23]",20.00875,-4.697500000000001,40.55875,193.56,302.875,95.375,207.5,31.626250000000006,-0.008750000000000004,2 -5 0 -10.0 0 2.0 20 20 312 216 10 50 45
8,881.79625,893.79,328.36,1393.87,"[328.36, 533.88, 575.87, 889.24, 898.34, 1127.58, 1307.23, 1393.87]",19.637500000000003,-4.49125,40.99875,184.6325,291.875,92.125,199.75,31.679999999999996,-0.01875,2 -5 0 -10.0 5 2.0 20 20 312 216 10 50 45
8,1132.4287499999998,943.48,315.53,2275.49,"[315.53, 609.67, 630.22, 640.35, 1246.61, 1422.11, 1919.45, 2275.49]",33.84,-5.86375,38.46125,105.91,152.125,51.125,101.0,33.792500000000004,0.11624999999999999,2 -5 0 -10.0 0 2.4 30 20 312 216 10 50 45
8,1236.9599999999998,895.64,314.53,3234.88,"[314.53, 575.33, 595.64, 664.81, 1126.47, 1600.81, 1783.21, 3234.88]",34.00125,-6.307499999999999,36.46875,104.51875,150.0,50.375,99.625,33.85999999999999,0.14375,2 -5 0 -10.0 5 2.4 30 20 312 216 10 50 45
8,1101.1825,683.6600000000001,305.46,3019.52,"[305.46, 556.28, 559.31, 665.6, 701.72, 1091.44, 1910.13, 3019.52]",33.41,-5.8825,40.522499999999994,104.93,162.5,54.5,108.0,33.67375,0.027499999999999986,2 -5 0 -10.0 10 2.4 20 20 312 216 10 50 45
7,742.9614285714287,748.1,493.06,1030.46,"[493.06, 598.89, 607.25, 748.1, 857.28, 865.69, 1030.46]",8.042857142857143,-3.835714285714286,36.44714285714286,381.1157142857142,658.8571428571429,284.2857142857143,374.57142857142856,43.18571428571429,-0.01,2 -5 0 0.0 10 1.2 40 20 312 216 10 50 45
7,716.4214285714287,693.69,478.86,987.2,"[478.86, 604.0, 623.02, 693.69, 801.99, 826.19, 987.2]",7.840000000000001,-3.6685714285714286,36.787142857142854,385.2885714285714,668.0,285.57142857142856,382.42857142857144,42.815714285714286,-0.014285714285714287,2 -5 0 0.0 10 1.2 30 20 312 216 10 50 45
7,686.2285714285715,710.39,476.7,902.84,"[476.7, 521.06, 581.2, 710.39, 741.72, 869.69, 902.84]",8.044285714285714,-3.7442857142857138,39.23142857142857,396.56,700.7142857142857,291.42857142857144,409.2857142857143,41.634285714285724,-0.02,2 -5 0 0.0 10 1.2 20 20 312 216 10 50 45
7,564.3214285714286,500.41,435.22,733.76,"[435.22, 440.13, 467.46, 500.41, 680.23, 693.04, 733.76]",9.274285714285714,-3.9457142857142853,47.56999999999999,427.05285714285714,837.7142857142857,345.2857142857143,492.42857142857144,41.26714285714286,-0.03142857142857143,2 -5 0 0.0 0 2.0 20 20 312 216 10 50 45
7,577.9128571428572,578.12,428.79,750.25,"[428.79, 440.34, 461.81, 578.12, 663.72, 722.36, 750.25]",9.328571428571427,-4.2785714285714285,47.120000000000005,423.77142857142866,819.4285714285714,338.57142857142856,480.85714285714283,41.35428571428571,-0.03,2 -5 0 0.0 0 2.4 20 20 312 216 10 50 45
7,626.8171428571428,699.98,422.29,847.15,"[422.29, 422.38, 475.28, 699.98, 704.11, 816.53, 847.15]",8.604285714285714,-4.354285714285714,44.49714285714286,412.54285714285714,776.5714285714286,321.85714285714283,454.7142857142857,41.488571428571426,-0.025714285714285717,2 -5 0 0.0 5 1.6 40 20 312 216 10 50 45
7,583.6857142857143,626.5,420.98,773.78,"[420.98, 429.56, 434.6, 626.5, 683.92, 716.46, 773.78]",9.35,-4.214285714285714,47.56999999999999,422.52571428571434,823.5714285714286,339.42857142857144,484.14285714285717,41.21,-0.03142857142857143,2 -5 0 0.0 0 1.6 40 20 312 216 10 50 45
7,604.5757142857144,648.19,417.54,861.0,"[417.54, 426.97, 435.57, 648.19, 673.2, 769.56, 861.0]",8.588571428571429,-4.4071428571428575,46.09142857142857,405.5828571428571,773.7142857142857,319.85714285714283,453.85714285714283,41.41142857142857,-0.030000000000000002,2 -5 0 0.0 5 2.0 30 20 312 216 10 50 45
7,563.4,612.22,416.61,705.6,"[416.61, 420.88, 435.93, 612.22, 662.77, 689.79, 705.6]",9.37142857142857,-4.105714285714286,49.082857142857144,422.20428571428573,830.8571428571429,339.7142857142857,491.14285714285717,40.93714285714286,-0.03428571428571429,2 -5 0 0.0 0 1.6 30 20 312 216 10 50 45
7,596.0342857142857,627.62,414.89,790.88,"[414.89, 443.31, 505.33, 627.62, 684.64, 705.57, 790.88]",8.471428571428572,-3.5914285714285716,44.541428571428575,440.3971428571428,838.1428571428571,339.42857142857144,498.7142857142857,40.550000000000004,-0.027142857142857142,2 -5 0 0.0 5 1.2 20 20 312 216 10 50 45
7,606.1828571428572,653.95,411.3,862.02,"[411.3, 425.35, 434.4, 653.95, 685.21, 771.05, 862.02]",8.588571428571429,-4.557142857142858,45.627142857142864,405.0085714285715,771.7142857142857,319.85714285714283,451.85714285714283,41.52857142857143,-0.03142857142857143,2 -5 0 0.0 5 2.0 40 20 312 216 10 50 45
7,566.2442857142858,545.29,408.76,745.64,"[408.76, 414.63, 459.29, 545.29, 660.01, 730.09, 745.64]",9.328571428571427,-4.49,47.92000000000001,416.1271428571429,814.5714285714286,334.85714285714283,479.7142857142857,41.16428571428572,-0.032857142857142856,2 -5 0 0.0 0 2.4 40 20 312 216 10 50 45
7,604.6614285714286,685.51,406.5,816.65,"[406.5, 415.19, 422.76, 685.51, 687.19, 798.83, 816.65]",8.612857142857143,-4.161428571428572,46.355714285714285,409.0942857142857,786.4285714285714,325.7142857142857,460.7142857142857,41.45428571428572,-0.03142857142857143,2 -5 0 0.0 5 1.2 40 20 312 216 10 50 45
7,572.7628571428571,574.47,404.89,753.31,"[404.89, 406.24, 472.3, 574.47, 682.35, 715.78, 753.31]",9.328571428571427,-4.431428571428571,47.455714285714286,417.06142857142856,814.7142857142857,335.2857142857143,479.42857142857144,41.19571428571429,-0.03142857142857143,2 -5 0 0.0 0 2.4 30 20 312 216 10 50 45
7,612.7457142857144,624.08,403.58,897.66,"[403.58, 434.84, 453.88, 624.08, 673.33, 801.85, 897.66]",8.588571428571429,-5.242857142857143,45.07,406.0114285714286,766.8571428571429,316.57142857142856,450.2857142857143,41.38,-0.030000000000000002,2 -5 0 0.0 5 2.8 20 20 312 216 10 50 45
7,611.5214285714286,643.64,402.92,903.21,"[402.92, 427.74, 460.99, 643.64, 663.69, 778.46, 903.21]",8.588571428571429,-4.744285714285715,45.06,402.72285714285715,766.0,315.85714285714283,450.14285714285717,41.33142857142857,-0.03142857142857143,2 -5 0 0.0 5 2.8 30 20 312 216 10 50 45
7,572.5814285714285,557.9,401.86,747.25,"[401.86, 441.45, 444.51, 557.9, 688.69, 726.41, 747.25]",9.328571428571427,-4.284285714285714,47.81142857142857,420.7285714285714,819.7142857142857,337.2857142857143,482.42857142857144,41.202857142857134,-0.03142857142857143,2 -5 0 0.0 0 2.0 30 20 312 216 10 50 45
7,613.1657142857142,663.53,398.48,829.58,"[398.48, 432.73, 456.29, 663.53, 688.58, 822.97, 829.58]",8.604285714285714,-4.331428571428572,45.82285714285713,412.2742857142857,783.7142857142857,323.14285714285717,460.57142857142856,41.32142857142857,-0.028571428571428574,2 -5 0 0.0 5 1.6 30 20 312 216 10 50 45
7,569.4628571428572,581.84,397.27,735.06,"[397.27, 410.51, 434.4, 581.84, 699.61, 727.55, 735.06]",9.328571428571427,-4.431428571428571,48.14714285714285,418.04428571428576,817.5714285714286,336.7142857142857,480.85714285714283,41.23285714285714,-0.032857142857142856,2 -5 0 0.0 0 2.0 40 20 312 216 10 50 45
7,603.6628571428572,649.59,396.24,891.16,"[396.24, 444.34, 445.02, 649.59, 650.7, 748.59, 891.16]",8.588571428571429,-4.575714285714286,45.629999999999995,400.6642857142857,769.0,317.7142857142857,451.2857142857143,41.41714285714285,-0.03142857142857143,2 -5 0 0.0 5 2.4 40 20 312 216 10 50 45
7,570.5071428571429,564.28,395.59,754.95,"[395.59, 412.19, 485.29, 564.28, 657.63, 723.62, 754.95]",9.328571428571427,-4.535714285714286,47.40714285714286,415.89285714285717,812.2857142857143,333.42857142857144,478.85714285714283,41.104285714285716,-0.032857142857142856,2 -5 0 0.0 0 2.8 40 20 312 216 10 50 45
7,612.2185714285714,634.78,394.96,895.23,"[394.96, 443.52, 471.64, 634.78, 662.53, 782.87, 895.23]",8.588571428571429,-4.257142857142857,45.31285714285714,406.95857142857136,772.8571428571429,319.42857142857144,453.42857142857144,41.424285714285716,-0.028571428571428574,2 -5 0 0.0 5 2.4 20 20 312 216 10 50 45
7,571.2414285714286,589.79,392.49,747.78,"[392.49, 424.82, 475.81, 589.79, 646.73, 721.27, 747.78]",9.328571428571427,-5.28,47.40571428571429,420.0757142857143,812.2857142857143,333.42857142857144,478.85714285714283,41.10142857142857,-0.03142857142857143,2 -5 0 0.0 0 2.8 20 20 312 216 10 50 45
7,579.9585714285715,589.36,391.25,769.95,"[391.25, 442.5, 475.29, 589.36, 658.4, 732.96, 769.95]",8.394285714285715,-3.994285714285714,46.824285714285715,418.7371428571428,811.7142857142857,331.85714285714283,479.85714285714283,40.90857142857143,-0.03428571428571429,2 -5 0 0.0 5 1.6 20 20 312 216 10 50 45
7,606.907142857143,644.23,390.2,902.31,"[390.2, 432.63, 467.26, 644.23, 646.48, 765.24, 902.31]",8.588571428571429,-4.678571428571429,45.31142857142857,400.83,766.7142857142857,316.0,450.7142857142857,41.31857142857143,-0.030000000000000002,2 -5 0 0.0 5 2.8 40 20 312 216 10 50 45
7,610.6457142857143,644.8,385.33,900.34,"[385.33, 429.77, 455.71, 644.8, 671.56, 787.01, 900.34]",8.588571428571429,-4.5128571428571425,45.284285714285716,401.8414285714286,769.0,317.85714285714283,451.14285714285717,41.41714285714285,-0.028571428571428574,2 -5 0 0.0 5 2.4 30 20 312 216 10 50 45
7,578.397142857143,601.03,382.46,803.33,"[382.46, 438.48, 478.22, 601.03, 666.7, 678.56, 803.33]",8.30857142857143,-3.8842857142857143,46.64714285714285,412.9157142857143,798.1428571428571,328.14285714285717,470.0,41.18428571428571,-0.03428571428571429,2 -5 0 0.0 5 1.2 30 20 312 216 10 50 45
